player_id,player_name,position,team,projected_points,confidence,prev_season_points,prev_season_games,age,overall_rank,position_rank,tier,tier_label,starter_probability,original_projected_points,point_change,expected_games_played,injury_risk_score,age_multiplier,player_multiplier,games_adjustment,injury_risk_category
00-0034777,DJ Chark,WR,LAC,91.63350171523705,High,192.0,14.0,28.9,540.0,314.0,5,Deep League,,105.97071626932176,-14.33721455408471,14.7,2.3,1.0,1.0,0.8647058823529411,Medium Risk
00-0034418,Cedrick Wilson Jr.,WR,NO,86.72582941573549,High,129.79999923706055,12.0,29.8,551.0,320.0,5,Deep League,,105.23476802765906,-18.50893861192357,14.01,2.99,1.3,1.0,0.8241176470588235,High Risk
00-0034386,Justin Watson,WR,KC,86.55841823465815,High,186.5,19.0,29.4,552.0,321.0,5,Deep League,,105.03162812199776,-18.473209887339607,14.01,2.99,1.3,1.0,0.8241176470588235,High Risk
00-0035406,Lil'Jordan Humphrey,WR,DEN,90.7188311695094,High,75.70000076293945,11.0,27.4,541.0,315.0,5,Deep League,,104.91293400555509,-14.1941028360457,14.7,2.3,1.0,1.0,0.8647058823529411,Medium Risk
00-0036255,Denzel Mims,WR,PIT,90.2914851913724,High,38.30000019073486,10.0,27.9,542.0,316.0,5,Deep League,,104.4187243709749,-14.127239179602498,14.7,2.3,1.0,1.0,0.8647058823529411,Medium Risk
00-0037005,Tommy Tremble,TE,CAR,87.80229664285899,High,127.89999961853027,13.0,25.2,546.0,48.0,4,Deep League,,104.38035265234984,-16.57805600949085,14.3,2.7,1.0,1.0,0.8411764705882353,High Risk
00-0038547,Luke Schoonmaker,TE,DAL,87.38094344207356,High,55.700000286102295,12.0,26.9,549.0,49.0,4,Deep League,,103.87944325281472,-16.498499810741166,14.3,2.7,1.0,1.0,0.8411764705882353,High Risk
00-0039074,Davis Allen,TE,LA,86.24805206047623,Medium,68.30000019073486,5.0,24.6,553.0,50.0,4,Deep League,,102.53264930266404,-16.284597242187814,14.3,2.7,1.0,1.0,0.8411764705882353,High Risk
00-0037614,John Metchie III,WR,HOU,88.6491724217244,High,79.00000071525574,15.0,25.1,545.0,318.0,5,Deep League,,102.5194510999534,-13.870278678229,14.7,2.3,1.0,1.0,0.8647058823529411,Medium Risk
00-0033854,Dare Ogunbowale,RB,HOU,68.63387337202583,Medium,30.700000190734865,8.0,31.3,613.0,181.0,5,Handcuff,,102.1695137762206,-33.535640404194766,11.42,5.58,1.8,1.0,0.6717647058823529,Very High Risk
00-0034414,Boston Scott,RB,PIT,67.70856154091975,Medium,125.7000012397766,16.0,30.3,617.0,184.0,5,Handcuff,,100.79207935163184,-33.083517810712095,11.42,5.58,1.8,1.0,0.6717647058823529,Very High Risk
00-0035298,Scott Miller,WR,PIT,86.98634450440012,High,61.60000038146973,9.0,28.1,550.0,319.0,5,Deep League,,100.59645282821783,-13.610108323817713,14.7,2.3,1.0,1.0,0.8647058823529411,Medium Risk
00-0037801,KaVontae Turpin,WR,DAL,82.36626506443578,High,97.20000076293944,12.0,29.1,558.0,326.0,5,Deep League,,99.9447898711926,-17.578524806756818,14.01,2.99,1.3,1.0,0.8241176470588235,High Risk
00-0035500,Greg Dortch,WR,ARI,86.17836323525515,High,115.0,9.0,27.3,554.0,322.0,5,Deep League,,99.66205272104338,-13.483689485788233,14.7,2.3,1.0,1.0,0.8647058823529411,Medium Risk
00-0032208,Phillip Dorsett,WR,ATL,77.76698665161693,High,92.70000076293944,14.0,32.7,575.0,332.0,5,Deep League,,99.25216014095254,-21.485173489335608,13.32,3.68,1.6,1.0,0.7835294117647059,High Risk
00-0033251,Zach Pascal,WR,ARI,81.59572625895517,High,84.0,15.0,30.7,559.0,327.0,5,Deep League,,99.00980345483497,-17.4140771958798,14.01,2.99,1.3,1.0,0.8241176470588235,High Risk
00-0033948,Jamaal Williams,RB,NO,66.38208335934829,High,160.80000066757202,13.0,30.4,625.0,185.0,5,Handcuff,,98.81746209360078,-32.435378734252495,11.42,5.58,1.8,1.0,0.6717647058823529,Very High Risk
00-0039557,Lorenzo Lingard,RB,NYG,80.08360151884116,Low,,,26.3,564.0,154.0,5,Handcuff,,97.9439730805971,-17.86037156175594,13.9,3.1,1.0,1.0,0.8176470588235294,High Risk
00-0039230,Dante Miller,RB,NYG,80.08360151884116,Low,,,26.3,564.0,154.0,5,Handcuff,,97.9439730805971,-17.86037156175594,13.9,3.1,1.0,1.0,0.8176470588235294,High Risk
00-0038965,Ellis Merriweather,RB,GB,79.67812540170131,Low,,,26.4,567.0,156.0,5,Handcuff,,97.44806703805196,-17.76994163635065,13.9,3.1,1.0,1.0,0.8176470588235294,High Risk
00-0038458,Owen Wright,RB,BAL,79.61063728630101,Low,,,26.5,568.0,157.0,5,Handcuff,,97.36552761633936,-17.75489033003835,13.9,3.1,1.0,1.0,0.8176470588235294,High Risk
00-0035311,Myles Gaskin,RB,JAX,72.48627470779182,Medium,22.40000033378601,2.0,28.5,593.0,169.0,5,Handcuff,,97.33543997096848,-24.84916526317666,12.66,4.34,1.4,1.0,0.7447058823529412,Very High Risk
00-0038618,Xavier Hutchinson,WR,HOU,84.01613464353456,High,53.30000066757202,13.0,25.3,556.0,324.0,5,Deep League,,97.16151625442772,-13.145381610893168,14.7,2.3,1.0,1.0,0.8647058823529411,Medium Risk
00-0036755,Jaret Patterson,RB,LAC,79.11246732101019,High,124.9000005722046,14.0,25.7,569.0,158.0,5,Handcuff,,96.75625499691894,-17.643787675908754,13.9,3.1,1.0,1.0,0.8176470588235294,High Risk
00-0034854,KhaDarel Hodge,WR,ATL,79.69202182408533,High,71.70000076293945,13.0,30.7,566.0,330.0,5,Deep League,,96.6998123489972,-17.00779052491187,14.01,2.99,1.3,1.0,0.8241176470588235,High Risk
00-0034407,Ray-Ray McCloud,WR,ATL,83.54674552348301,Medium,65.60000038146973,9.0,28.9,557.0,325.0,5,Deep League,,96.61868529926608,-13.071939775783065,14.7,2.3,1.0,1.0,0.8647058823529411,Medium Risk
00-0035222,Zach Gentry,TE,LV,81.15500929348721,High,112.5,11.0,29.0,561.0,51.0,4,Deep League,,96.47798307617362,-15.322973782686404,14.3,2.7,1.0,1.0,0.8411764705882353,High Risk
00-0038727,Xazavian Valladay,RB,NO,71.83912309982513,Low,,,27.2,597.0,171.0,5,Handcuff,,96.46643702188209,-24.62731392205696,12.66,4.34,1.4,1.0,0.7447058823529412,Very High Risk
00-0039041,Elijah Higgins,TE,ARI,80.85472995371696,High,80.30000114440918,9.0,24.8,562.0,52.0,4,Deep League,,96.12100763728589,-15.26627768356893,14.3,2.7,1.0,1.0,0.8411764705882353,High Risk
00-0037495,Bryant Koback,RB,SEA,71.349911263468,Low,,,27.4,598.0,172.0,5,Handcuff,,95.8095174943883,-24.4596062309203,12.66,4.34,1.4,1.0,0.7447058823529412,Very High Risk
00-0037450,Tyreik McAllister,RB,LV,71.349911263468,Low,,,27.4,598.0,172.0,5,Handcuff,,95.8095174943883,-24.4596062309203,12.66,4.34,1.4,1.0,0.7447058823529412,Very High Risk
00-0035631,Drew Sample,TE,CIN,75.86866110407263,High,114.29999923706056,14.0,29.4,584.0,56.0,4,Deep League,,95.60913556480612,-19.74047446073349,13.49,3.51,1.3,1.0,0.7935294117647059,High Risk
00-0038875,Jack Colletto,RB,PIT,78.01903313567108,Low,,,26.8,571.0,159.0,5,Handcuff,,95.41896138895024,-17.399928253279157,13.9,3.1,1.0,1.0,0.8176470588235294,High Risk
00-0039617,Jacob Kibodi,RB,CLE,78.01903313567108,Low,,,26.9,571.0,159.0,5,Handcuff,,95.41896138895024,-17.399928253279157,13.9,3.1,1.0,1.0,0.8176470588235294,High Risk
00-0037563,Malik Davis,RB,DAL,78.01903313567108,Low,,,26.8,571.0,159.0,5,Handcuff,,95.41896138895024,-17.399928253279157,13.9,3.1,1.0,1.0,0.8176470588235294,High Risk
00-0038419,Robert Burns,RB,ATL,78.01903313567108,Low,,,26.9,571.0,159.0,5,Handcuff,,95.41896138895024,-17.399928253279157,13.9,3.1,1.0,1.0,0.8176470588235294,High Risk
00-0035628,D'Ernest Johnson,RB,JAX,70.96918570323395,High,81.30000114440918,15.0,29.5,601.0,174.0,5,Handcuff,,95.29827464099344,-24.329088937759494,12.66,4.34,1.4,1.0,0.7447058823529412,Very High Risk
00-0032385,Sterling Shepard,WR,TB,74.25521098360188,Medium,41.80000030994415,10.0,32.6,589.0,336.0,5,Deep League,,94.77016416826066,-20.51495318465878,13.32,3.68,1.6,1.0,0.7835294117647059,High Risk
00-0038930,Carlos Washington,RB,ATL,77.4867547111473,Low,,,26.7,577.0,163.0,5,Handcuff,,94.7679733877341,-17.281218676586803,13.9,3.1,1.0,1.0,0.8176470588235294,High Risk
00-0037456,Troy Hairston,RB,HOU,77.4867547111473,Low,,,26.7,577.0,163.0,5,Handcuff,,94.7679733877341,-17.281218676586803,13.9,3.1,1.0,1.0,0.8176470588235294,High Risk
00-0037331,Zander Horvath,RB,MIA,77.4867547111473,Low,,,26.7,577.0,163.0,5,Handcuff,,94.7679733877341,-17.281218676586803,13.9,3.1,1.0,1.0,0.8176470588235294,High Risk
00-0035140,Mecole Hardman,WR,KC,81.4607082131963,High,85.90000039339066,10.0,27.5,560.0,328.0,5,Deep League,,94.2062611989345,-12.7455529857382,14.7,2.3,1.0,1.0,0.8647058823529411,Medium Risk
00-0033439,Pharaoh Brown,TE,SEA,74.64649685825161,Medium,80.29999923706055,9.0,31.3,588.0,57.0,4,Deep League,,94.06897306080631,-19.422476202554705,13.49,3.51,1.3,1.0,0.7935294117647059,High Risk
00-0034838,Royce Freeman,RB,LA,69.87531217862042,High,57.49999976158142,4.0,29.5,608.0,178.0,5,Handcuff,,93.8294081387478,-23.954095960127376,12.66,4.34,1.4,1.0,0.7447058823529412,Very High Risk
00-0038862,Elijah Dotson,RB,ATL,76.69790892513045,Low,,,26.6,581.0,166.0,5,Handcuff,,93.80319796598688,-17.105289040856434,13.9,3.1,1.0,1.0,0.8176470588235294,High Risk
00-0037329,Brittain Brown,RB,SEA,69.83998179060033,Low,,,27.9,609.0,179.0,5,Handcuff,,93.7819660695265,-23.94198427892617,12.66,4.34,1.4,1.0,0.7447058823529412,Very High Risk
00-0036497,Tim Jones,WR,JAX,80.80620377397962,High,39.80000019073486,9.0,27.3,563.0,329.0,5,Deep League,,93.44935130324174,-12.643147529262125,14.7,2.3,1.0,1.0,0.8647058823529411,Medium Risk
00-0035567,Craig Reynolds,RB,DET,69.41233967301247,High,82.19999980926514,7.0,29.2,611.0,180.0,5,Handcuff,,93.2077230996218,-23.79538342660933,12.66,4.34,1.4,1.0,0.7447058823529412,Very High Risk
00-0031428,Allen Robinson,WR,DET,76.60819840121455,Medium,129.20000076293945,16.0,32.0,582.0,333.0,5,Deep League,,92.95784245686276,-16.349644055648213,14.01,2.99,1.3,1.0,0.8241176470588235,High Risk
00-0037292,Andrew Ogletree,TE,IND,77.71310706483828,High,66.19999980926514,10.0,27.1,576.0,53.0,4,Deep League,,92.3862111959616,-14.67310413112331,14.3,2.7,1.0,1.0,0.8411764705882353,High Risk
00-0038935,Brenton Strange,TE,JAX,77.2066624137228,High,29.0,5.0,24.7,580.0,54.0,4,Deep League,,91.78414412820192,-14.57748171447912,14.3,2.7,1.0,1.0,0.8411764705882353,High Risk
00-0037617,Hassan Haskins,RB,LAC,74.77727355679667,Medium,62.00000047683716,7.0,25.8,587.0,167.0,5,Handcuff,,91.45421945795276,-16.67694590115609,13.9,3.1,1.0,1.0,0.8176470588235294,High Risk
00-0037805,Jeremy Ruckert,TE,NYJ,75.88991448735104,High,77.10000038146973,10.0,25.1,583.0,55.0,4,Deep League,,90.21877946048724,-14.328864973136206,14.3,2.7,1.0,1.0,0.8411764705882353,High Risk
00-0036924,Michael Carter,RB,ARI,73.0488415372411,High,123.80000114440918,15.0,26.3,591.0,168.0,5,Handcuff,,89.3403097937481,-16.291468256507002,13.9,3.1,1.0,1.0,0.8176470588235294,High Risk
00-0038941,Tyler Scott,WR,CHI,78.42870407148774,High,78.90000104904175,13.0,23.9,570.0,331.0,5,Deep League,,89.30261012828478,-10.87390605679704,14.93,2.07,0.9,1.0,0.878235294117647,Medium Risk
00-0036582,Nate McCrary,RB,GB,72.46514579176568,Low,,,26.4,594.0,170.0,5,Handcuff,,88.62643729928178,-16.161291507516097,13.9,3.1,1.0,1.0,0.8176470588235294,High Risk
00-0036860,Jake Funk,RB,JAX,65.95897082041733,Medium,3.0,3.0,27.6,628.0,186.0,5,Handcuff,,88.57049794210859,-22.611527121691253,12.66,4.34,1.4,1.0,0.7447058823529412,Very High Risk
00-0033455,Anthony Firkser,TE,KC,70.15277495606334,Medium,46.5,8.0,30.5,607.0,61.0,4,Deep League,,88.40601736494268,-18.253242408879345,13.49,3.51,1.3,1.0,0.7935294117647059,High Risk
00-0032791,Jakeem Grant,WR,ATL,69.24322314252504,High,159.8000030517578,14.0,32.8,612.0,342.0,5,Deep League,,88.37348298970913,-19.13025984718409,13.32,3.68,1.6,1.0,0.7835294117647059,High Risk
00-0037304,Connor Heyward,TE,PIT,73.96732884353324,High,109.70000076293944,12.0,26.6,590.0,58.0,4,Deep League,,87.93318813566889,-13.965859292135647,14.3,2.7,1.0,1.0,0.8411764705882353,High Risk
00-0036950,Avery Williams,RB,ATL,65.39337853396006,Low,,,27.1,632.0,187.0,5,Handcuff,,87.81101382917227,-22.417635295212207,12.66,4.34,1.4,1.0,0.7447058823529412,Very High Risk
00-0036628,John Bates,TE,WAS,72.8862722442626,High,87.60000038146973,14.0,27.8,592.0,59.0,4,Deep League,,86.64801595471778,-13.761743710455178,14.3,2.7,1.0,1.0,0.8411764705882353,High Risk
00-0036543,Spencer Brown,RB,ATL,70.80605352573546,Low,,,26.8,602.0,175.0,5,Handcuff,,86.59733165018007,-15.791278124444602,13.9,3.1,1.0,1.0,0.8176470588235294,High Risk
00-0036493,Deon Jackson,RB,NYJ,70.7612708874413,High,194.5,12.0,26.5,603.0,176.0,5,Handcuff,,86.54256151701455,-15.781290629573247,13.9,3.1,1.0,1.0,0.8176470588235294,High Risk
00-0036165,Isaiah Hodgins,WR,NYG,74.81948460111848,High,105.5,14.0,26.9,585.0,334.0,5,Deep League,,86.52593457272205,-11.706449971603575,14.7,2.3,1.0,1.0,0.8647058823529411,Medium Risk
00-0036754,Brock Wright,TE,DET,72.4172233713606,High,70.0,9.0,26.8,595.0,60.0,4,Deep League,,86.09040540651262,-13.67318203515201,14.3,2.7,1.0,1.0,0.8411764705882353,High Risk
00-0038951,Sean Tucker,RB,TB,70.33507539263175,Medium,16.69999998807907,3.0,23.9,605.0,177.0,5,Handcuff,,86.02131522839855,-15.686239835766798,13.9,3.1,1.0,1.0,0.8176470588235294,High Risk
00-0033589,David Moore,WR,CAR,70.60561808686037,Medium,55.10000038146973,8.0,30.6,604.0,339.0,5,Deep League,,85.67419753580488,-15.068579448944504,14.01,2.99,1.3,1.0,0.8241176470588235,High Risk
00-0031941,Jamison Crowder,WR,WAS,66.85443549280491,High,69.90000057220459,7.0,32.2,621.0,346.0,5,Deep League,,85.32472998330957,-18.470294490504656,13.32,3.68,1.6,1.0,0.7835294117647059,High Risk
00-0038608,Kayshon Boutte,WR,NE,74.81623779069483,Medium,7.900000095367432,3.0,23.3,586.0,335.0,5,Deep League,,85.1892861648903,-10.373048374195475,14.93,2.07,0.9,1.0,0.878235294117647,Medium Risk
00-0031763,DeAndre Carter,WR,CHI,66.7273715346581,High,19.20000004768372,8.0,32.4,623.0,348.0,5,Deep League,,85.16256126795703,-18.435189733298927,13.32,3.68,1.6,1.0,0.7835294117647059,High Risk
00-0034115,Jeff Wilson,RB,MIA,62.71231599745099,High,96.89999961853027,10.0,29.8,644.0,188.0,5,Handcuff,,84.21085086545551,-21.49853486800452,12.66,4.34,1.4,1.0,0.7447058823529412,Very High Risk
00-0034750,Rashaad Penny,RB,CAR,62.65060565263564,Medium,103.70000231266022,5.0,29.6,645.0,189.0,5,Handcuff,,84.12798547352337,-21.477379820887727,12.66,4.34,1.4,1.0,0.7447058823529412,Very High Risk
00-0038454,Keaton Mitchell,RB,BAL,68.59425709788223,High,130.90000247955322,7.0,23.6,614.0,182.0,5,Handcuff,,83.89225688230201,-15.297999784419773,13.9,3.1,1.0,1.0,0.8176470588235294,High Risk
00-0038551,Kendre Miller,RB,NO,68.2269804867957,Medium,93.80000114440918,7.0,23.2,615.0,183.0,5,Handcuff,,83.44306966010984,-15.216089173314144,13.9,3.1,1.0,1.0,0.8176470588235294,High Risk
00-0038573,Derius Davis,WR,LAC,72.10029020424248,High,66.2000002861023,14.0,25.0,596.0,337.0,5,Deep League,,83.38128799130084,-11.280997787058354,14.7,2.3,1.0,1.0,0.8647058823529411,Medium Risk
00-0033246,Johnny Mundt,TE,MIN,65.53543034599014,High,90.70000076293944,9.0,30.8,631.0,63.0,4,Deep League,,82.58727323067697,-17.051842884686835,13.49,3.51,1.3,1.0,0.7935294117647059,High Risk
00-0036247,Freddie Swain,WR,CHI,71.13721303765551,High,140.49999928474426,16.0,27.1,600.0,338.0,5,Deep League,,82.26752528164243,-11.13031224398692,14.7,2.3,1.0,1.0,0.8647058823529411,Medium Risk
00-0034297,Byron Pringle,WR,WAS,67.7122627083632,Medium,58.5,8.0,31.8,616.0,343.0,5,Deep League,,82.16334518502316,-14.451082476659964,14.01,2.99,1.3,1.0,0.8241176470588235,High Risk
00-0036277,Quintez Cephus,WR,LA,70.19664425892371,High,78.89999961853027,5.0,27.4,606.0,340.0,5,Deep League,,81.17979268038798,-10.983148421464264,14.7,2.3,1.0,1.0,0.8647058823529411,Medium Risk
00-0036999,Anthony Schwartz,WR,MIA,69.66352536768424,High,61.40000009536743,12.0,25.0,610.0,341.0,5,Deep League,,80.56326062929472,-10.899735261610472,14.7,2.3,1.0,1.0,0.8647058823529411,Medium Risk
00-0034104,Cam Sims,WR,CAR,66.14725085069617,High,82.8000003695488,10.0,29.7,627.0,350.0,5,Deep League,,80.26433008292898,-14.117079232232811,14.01,2.99,1.3,1.0,0.8241176470588235,High Risk
00-0034798,Durham Smythe,TE,MIA,62.89284026675594,Medium,192.7999992370605,14.0,30.1,642.0,69.0,4,Deep League,,79.25710041029288,-16.36426014353694,13.49,3.51,1.3,1.0,0.7935294117647059,High Risk
00-0034487,Trent Sherfield,WR,MIN,65.14205909020988,High,50.30000019073486,10.0,29.5,633.0,352.0,5,Deep League,,79.04461131574362,-13.90255222553374,14.01,2.99,1.3,1.0,0.8241176470588235,High Risk
00-0038589,Josh Whyle,TE,TEN,66.30090820130542,High,54.90000057220459,8.0,26.0,626.0,62.0,4,Deep League,,78.8192614980554,-12.51835329674998,14.3,2.7,1.0,1.0,0.8411764705882353,High Risk
00-0035045,D.J. Montgomery,WR,IND,67.68274622671832,Medium,13.100000143051147,1.0,28.8,618.0,344.0,5,Deep League,,78.27256366355181,-10.589817436833483,14.7,2.3,1.0,1.0,0.8647058823529411,Medium Risk
00-0033217,Mo Alie-Cox,TE,IND,61.941388498474325,High,88.60000038146973,13.0,32.0,647.0,70.0,4,Deep League,,78.05808780385941,-16.116699305385083,13.49,3.51,1.3,1.0,0.7935294117647059,High Risk
00-0036913,Kadarius Toney,WR,CLE,66.91277957589953,High,119.00000143051147,13.0,26.6,620.0,345.0,5,Deep League,,77.38212604015592,-10.46934646425639,14.7,2.3,1.0,1.0,0.8647058823529411,Medium Risk
00-0035624,N'Keal Harry,TE,SEA,65.0493543996078,Medium,55.400001525878906,9.0,27.7,634.0,64.0,4,Deep League,,77.33140033519807,-12.282045935590276,14.3,2.7,1.0,1.0,0.8411764705882353,High Risk
00-0035645,Gunner Olszewski,WR,NYG,66.78821324818864,High,29.70000028610229,10.0,28.8,622.0,347.0,5,Deep League,,77.23806974280319,-10.44985649461455,14.7,2.3,1.0,1.0,0.8647058823529411,Medium Risk
00-0037475,Stone Smartt,TE,LAC,64.8352252347261,High,66.0,12.0,26.9,636.0,65.0,4,Deep League,,77.07684118813592,-12.24161595340982,14.3,2.7,1.0,1.0,0.8411764705882353,High Risk
00-0035891,Cody White,WR,SEA,66.59349520586576,Medium,2.700000002980232,1.0,26.8,624.0,349.0,5,Deep League,,77.01288561222572,-10.419390406359952,14.7,2.3,1.0,1.0,0.8647058823529411,Medium Risk
00-0034419,Braxton Berrios,WR,MIA,62.86997301049766,High,120.90000116825104,14.0,29.9,643.0,354.0,5,Deep League,,76.28761892779873,-13.417645917301073,14.01,2.99,1.3,1.0,0.8241176470588235,High Risk
00-0038797,Emanuel Wilson,RB,GB,62.08492549709454,Medium,47.00000047683716,7.0,26.3,646.0,190.0,5,Handcuff,,75.93120384536742,-13.846278348272882,13.9,3.1,1.0,1.0,0.8176470588235294,High Risk
00-0038821,Rakim Jarrett,WR,TB,65.54333568710517,Medium,17.5,6.0,24.6,630.0,351.0,5,Deep League,,75.79841542046177,-10.255079733356595,14.7,2.3,1.0,1.0,0.8647058823529411,Medium Risk
00-0036670,Jermar Jefferson,RB,DET,61.86999514489066,Medium,45.20000004768372,4.0,25.4,648.0,191.0,5,Handcuff,,75.6683393858375,-13.79834424094684,13.9,3.1,1.0,1.0,0.8176470588235294,High Risk
00-0035973,Patrick Taylor,RB,SF,56.22298294786648,High,75.60000085830688,11.0,27.3,664.0,193.0,5,Handcuff,,75.49689653347,-19.27391358560352,12.66,4.34,1.4,1.0,0.7447058823529412,Very High Risk
